id_user,id_tutor,jenjang_tutor,gender_tutor,daerah_tutor,pelajaran
252,62,8,Male,Depok,Bahasa Inggris
203,61,7,Female,Bogor,Bahasa Inggris
267,37,7,Female,Depok,Matematika
268,50,7,Male,Jakarta,IPS
215,42,8,Male,Depok,Matematika
292,69,8,Female,Bekasi,Bahasa Indonesia
211,45,7,Female,Jakarta,IPA
246,69,8,Female,Bekasi,Bahasa Indonesia
261,70,9,Male,Jakarta,Bahasa Indonesia
280,63,7,Female,Tanggerang,Bahasa Inggris
255,55,7,Female,Jakarta,IPS
269,37,8,Female,Depok,Matematika
209,51,9,Female,Bogor,IPS
277,36,8,Male,Bogor,Matematika
292,70,7,Male,Jakarta,Bahasa Indonesia
274,52,8,Male,Depok,IPS
233,60,7,Male,Jakarta,Bahasa Inggris
265,44,8,Male,Bekasi,IPA
219,59,8,Female,Bekasi,Bahasa Inggris
239,52,8,Male,Depok,IPS
210,39,9,Female,Bekasi,Matematika
247,40,7,Male,Jakarta,Matematika
210,51,8,Female,Bogor,IPS
224,54,7,Male,Bekasi,IPS
261,45,8,Female,Jakarta,IPA
282,41,8,Female,Bogor,Matematika
208,44,8,Male,Bekasi,IPA
234,68,7,Male,Tanggerang,Bahasa Indonesia
270,65,9,Female,Jakarta,Bahasa Indonesia
273,47,7,Female,Depok,IPA
207,63,9,Female,Tanggerang,Bahasa Inggris
290,49,8,Female,Bekasi,IPA
252,37,7,Female,Depok,Matematika
238,48,9,Male,Tanggerang,IPA
231,66,7,Male,Bogor,Bahasa Indonesia
295,61,7,Female,Bogor,Bahasa Inggris
201,36,7,Male,Bogor,Matematika
211,47,7,Female,Depok,IPA
289,51,7,Female,Bogor,IPS
281,39,8,Female,Bekasi,Matematika
282,55,8,Female,Jakarta,IPS
201,46,9,Male,Bogor,IPA
239,58,9,Male,Tanggerang,Bahasa Inggris
288,49,8,Female,Bekasi,IPA
205,38,8,Male,Tanggerang,Matematika
212,36,8,Male,Bogor,Matematika
290,40,9,Male,Jakarta,Matematika
211,40,9,Male,Jakarta,Matematika
235,47,8,Female,Depok,IPA
269,61,9,Female,Bogor,Bahasa Inggris
265,48,7,Male,Tanggerang,IPA
215,45,8,Female,Jakarta,IPA
292,45,7,Female,Jakarta,IPA
256,61,8,Female,Bogor,Bahasa Inggris
217,54,8,Male,Bekasi,IPS
216,40,7,Male,Jakarta,Matematika
241,40,9,Male,Jakarta,Matematika
234,53,9,Female,Tanggerang,IPS
205,50,7,Male,Jakarta,IPS
262,56,8,Male,Bogor,IPS
225,41,9,Female,Bogor,Matematika
232,51,9,Female,Bogor,IPS
261,38,8,Male,Tanggerang,Matematika
256,64,8,Male,Bekasi,Bahasa Indonesia
267,66,9,Male,Bogor,Bahasa Indonesia
272,45,9,Female,Jakarta,IPA
212,50,9,Male,Jakarta,IPS
221,39,7,Female,Bekasi,Matematika
290,69,8,Female,Bekasi,Bahasa Indonesia
288,70,8,Male,Jakarta,Bahasa Indonesia
271,66,8,Male,Bogor,Bahasa Indonesia
246,56,7,Male,Bogor,IPS
271,39,8,Female,Bekasi,Matematika
289,44,9,Male,Bekasi,IPA
294,51,7,Female,Bogor,IPS
299,45,8,Female,Jakarta,IPA
220,65,7,Female,Jakarta,Bahasa Indonesia
282,52,8,Male,Depok,IPS
230,45,7,Female,Jakarta,IPA
286,56,9,Male,Bogor,IPS
201,67,7,Female,Depok,Bahasa Indonesia
235,68,8,Male,Tanggerang,Bahasa Indonesia
298,56,8,Male,Bogor,IPS
231,38,8,Male,Tanggerang,Matematika
229,40,8,Male,Jakarta,Matematika
256,57,9,Female,Depok,Bahasa Inggris
253,69,7,Female,Bekasi,Bahasa Indonesia
269,66,9,Male,Bogor,Bahasa Indonesia
269,69,9,Female,Bekasi,Bahasa Indonesia
274,41,8,Female,Bogor,Matematika
212,69,7,Female,Bekasi,Bahasa Indonesia
254,46,9,Male,Bogor,IPA
246,41,9,Female,Bogor,Matematika
207,51,8,Female,Bogor,IPS
284,69,9,Female,Bekasi,Bahasa Indonesia
236,46,9,Male,Bogor,IPA
265,50,7,Male,Jakarta,IPS
257,50,8,Male,Jakarta,IPS
245,67,7,Female,Depok,Bahasa Indonesia
287,59,7,Female,Bekasi,Bahasa Inggris
288,65,7,Female,Jakarta,Bahasa Indonesia
211,37,9,Female,Depok,Matematika
231,51,7,Female,Bogor,IPS
281,70,9,Male,Jakarta,Bahasa Indonesia
292,43,9,Female,Tanggerang,IPA
265,66,9,Male,Bogor,Bahasa Indonesia
253,59,7,Female,Bekasi,Bahasa Inggris
250,61,8,Female,Bogor,Bahasa Inggris
288,58,7,Male,Tanggerang,Bahasa Inggris
207,62,7,Male,Depok,Bahasa Inggris
228,47,9,Female,Depok,IPA
261,67,8,Female,Depok,Bahasa Indonesia
300,50,7,Male,Jakarta,IPS
242,50,9,Male,Jakarta,IPS
297,54,7,Male,Bekasi,IPS
226,44,8,Male,Bekasi,IPA
212,52,9,Male,Depok,IPS
203,53,7,Female,Tanggerang,IPS
272,45,8,Female,Jakarta,IPA
229,65,9,Female,Jakarta,Bahasa Indonesia
214,65,8,Female,Jakarta,Bahasa Indonesia
232,47,7,Female,Depok,IPA
295,58,8,Male,Tanggerang,Bahasa Inggris
295,46,9,Male,Bogor,IPA
273,67,9,Female,Depok,Bahasa Indonesia
228,37,8,Female,Depok,Matematika
202,38,8,Male,Tanggerang,Matematika
259,64,7,Male,Bekasi,Bahasa Indonesia
202,45,9,Female,Jakarta,IPA
237,69,7,Female,Bekasi,Bahasa Indonesia
203,43,8,Female,Tanggerang,IPA
270,60,9,Male,Jakarta,Bahasa Inggris
213,39,8,Female,Bekasi,Matematika
289,65,7,Female,Jakarta,Bahasa Indonesia
249,49,7,Female,Bekasi,IPA
290,53,9,Female,Tanggerang,IPS
284,46,7,Male,Bogor,IPA
271,68,9,Male,Tanggerang,Bahasa Indonesia
282,52,8,Male,Depok,IPS
233,51,7,Female,Bogor,IPS
202,65,8,Female,Jakarta,Bahasa Indonesia
296,67,8,Female,Depok,Bahasa Indonesia
213,54,9,Male,Bekasi,IPS
287,38,7,Male,Tanggerang,Matematika
296,53,8,Female,Tanggerang,IPS
238,66,9,Male,Bogor,Bahasa Indonesia
240,45,7,Female,Jakarta,IPA
202,56,9,Male,Bogor,IPS
274,53,7,Female,Tanggerang,IPS
221,36,8,Male,Bogor,Matematika
215,37,7,Female,Depok,Matematika
284,67,9,Female,Depok,Bahasa Indonesia
248,64,7,Male,Bekasi,Bahasa Indonesia
276,66,8,Male,Bogor,Bahasa Indonesia
286,66,8,Male,Bogor,Bahasa Indonesia
226,65,8,Female,Jakarta,Bahasa Indonesia
240,56,9,Male,Bogor,IPS
299,46,7,Male,Bogor,IPA
266,68,8,Male,Tanggerang,Bahasa Indonesia
236,54,8,Male,Bekasi,IPS
220,55,7,Female,Jakarta,IPS
243,60,8,Male,Jakarta,Bahasa Inggris
265,49,8,Female,Bekasi,IPA
284,44,9,Male,Bekasi,IPA
205,65,7,Female,Jakarta,Bahasa Indonesia
203,62,9,Male,Depok,Bahasa Inggris
235,53,8,Female,Tanggerang,IPS
221,55,9,Female,Jakarta,IPS
250,61,7,Female,Bogor,Bahasa Inggris
280,40,7,Male,Jakarta,Matematika
206,64,7,Male,Bekasi,Bahasa Indonesia
254,61,7,Female,Bogor,Bahasa Inggris
231,41,8,Female,Bogor,Matematika
268,53,7,Female,Tanggerang,IPS
277,43,8,Female,Tanggerang,IPA
235,45,7,Female,Jakarta,IPA
201,40,8,Male,Jakarta,Matematika
268,44,7,Male,Bekasi,IPA
238,70,9,Male,Jakarta,Bahasa Indonesia
209,45,8,Female,Jakarta,IPA
289,37,9,Female,Depok,Matematika
283,55,9,Female,Jakarta,IPS
251,67,8,Female,Depok,Bahasa Indonesia
239,63,9,Female,Tanggerang,Bahasa Inggris
297,38,8,Male,Tanggerang,Matematika
234,42,7,Male,Depok,Matematika
283,58,8,Male,Tanggerang,Bahasa Inggris
272,55,7,Female,Jakarta,IPS
293,50,7,Male,Jakarta,IPS
243,51,9,Female,Bogor,IPS
300,39,9,Female,Bekasi,Matematika
275,48,7,Male,Tanggerang,IPA
268,56,9,Male,Bogor,IPS
295,70,7,Male,Jakarta,Bahasa Indonesia
234,56,7,Male,Bogor,IPS
246,55,9,Female,Jakarta,IPS
273,46,8,Male,Bogor,IPA
285,55,9,Female,Jakarta,IPS
246,51,7,Female,Bogor,IPS
277,51,7,Female,Bogor,IPS
300,38,9,Male,Tanggerang,Matematika
209,41,9,Female,Bogor,Matematika
277,40,9,Male,Jakarta,Matematika
254,50,8,Male,Jakarta,IPS
215,37,8,Female,Depok,Matematika
218,48,7,Male,Tanggerang,IPA
256,45,7,Female,Jakarta,IPA
290,58,8,Male,Tanggerang,Bahasa Inggris
202,60,9,Male,Jakarta,Bahasa Inggris
210,40,7,Male,Jakarta,Matematika
240,69,8,Female,Bekasi,Bahasa Indonesia
289,59,9,Female,Bekasi,Bahasa Inggris
219,60,7,Male,Jakarta,Bahasa Inggris
275,66,7,Male,Bogor,Bahasa Indonesia
220,60,8,Male,Jakarta,Bahasa Inggris
255,38,8,Male,Tanggerang,Matematika
218,49,7,Female,Bekasi,IPA
220,53,7,Female,Tanggerang,IPS
281,64,7,Male,Bekasi,Bahasa Indonesia
271,36,8,Male,Bogor,Matematika
252,61,7,Female,Bogor,Bahasa Inggris
252,55,7,Female,Jakarta,IPS
293,51,8,Female,Bogor,IPS
263,55,7,Female,Jakarta,IPS
245,52,8,Male,Depok,IPS
218,56,7,Male,Bogor,IPS
258,65,9,Female,Jakarta,Bahasa Indonesia
242,48,7,Male,Tanggerang,IPA
286,57,8,Female,Depok,Bahasa Inggris
300,38,8,Male,Tanggerang,Matematika
266,63,8,Female,Tanggerang,Bahasa Inggris
263,67,9,Female,Depok,Bahasa Indonesia
289,43,9,Female,Tanggerang,IPA
240,37,8,Female,Depok,Matematika
235,69,9,Female,Bekasi,Bahasa Indonesia
274,37,7,Female,Depok,Matematika
275,38,9,Male,Tanggerang,Matematika
209,70,9,Male,Jakarta,Bahasa Indonesia
290,55,7,Female,Jakarta,IPS
284,57,7,Female,Depok,Bahasa Inggris
258,54,7,Male,Bekasi,IPS
276,64,9,Male,Bekasi,Bahasa Indonesia
261,70,8,Male,Jakarta,Bahasa Indonesia
239,62,8,Male,Depok,Bahasa Inggris
230,62,9,Male,Depok,Bahasa Inggris
218,61,9,Female,Bogor,Bahasa Inggris
249,46,8,Male,Bogor,IPA
288,50,8,Male,Jakarta,IPS
257,64,8,Male,Bekasi,Bahasa Indonesia
298,59,8,Female,Bekasi,Bahasa Inggris
276,38,8,Male,Tanggerang,Matematika
257,49,7,Female,Bekasi,IPA
291,69,7,Female,Bekasi,Bahasa Indonesia
290,41,8,Female,Bogor,Matematika
225,45,8,Female,Jakarta,IPA
204,70,9,Male,Jakarta,Bahasa Indonesia
209,51,9,Female,Bogor,IPS
211,52,7,Male,Depok,IPS
251,55,7,Female,Jakarta,IPS
215,70,9,Male,Jakarta,Bahasa Indonesia
214,59,8,Female,Bekasi,Bahasa Inggris
205,48,7,Male,Tanggerang,IPA
273,44,7,Male,Bekasi,IPA
228,65,9,Female,Jakarta,Bahasa Indonesia
280,53,8,Female,Tanggerang,IPS
250,38,9,Male,Tanggerang,Matematika
259,37,9,Female,Depok,Matematika
268,65,8,Female,Jakarta,Bahasa Indonesia
248,56,7,Male,Bogor,IPS
203,40,8,Male,Jakarta,Matematika
293,64,7,Male,Bekasi,Bahasa Indonesia
239,49,8,Female,Bekasi,IPA
269,55,9,Female,Jakarta,IPS
281,40,8,Male,Jakarta,Matematika
228,58,8,Male,Tanggerang,Bahasa Inggris
252,51,8,Female,Bogor,IPS
298,45,9,Female,Jakarta,IPA
293,42,7,Male,Depok,Matematika
205,62,7,Male,Depok,Bahasa Inggris
283,53,7,Female,Tanggerang,IPS
272,45,8,Female,Jakarta,IPA
291,47,8,Female,Depok,IPA
267,37,9,Female,Depok,Matematika
247,68,7,Male,Tanggerang,Bahasa Indonesia
299,59,8,Female,Bekasi,Bahasa Inggris
299,55,7,Female,Jakarta,IPS
237,62,9,Male,Depok,Bahasa Inggris
297,39,7,Female,Bekasi,Matematika
282,55,9,Female,Jakarta,IPS
276,61,7,Female,Bogor,Bahasa Inggris
228,50,7,Male,Jakarta,IPS
227,50,9,Male,Jakarta,IPS
282,63,8,Female,Tanggerang,Bahasa Inggris
263,37,9,Female,Depok,Matematika
220,67,8,Female,Depok,Bahasa Indonesia
211,66,7,Male,Bogor,Bahasa Indonesia
298,38,9,Male,Tanggerang,Matematika
271,38,8,Male,Tanggerang,Matematika
239,61,8,Female,Bogor,Bahasa Inggris
293,66,8,Male,Bogor,Bahasa Indonesia
283,64,9,Male,Bekasi,Bahasa Indonesia
300,49,8,Female,Bekasi,IPA
290,44,8,Male,Bekasi,IPA
228,36,9,Male,Bogor,Matematika
290,68,8,Male,Tanggerang,Bahasa Indonesia
264,64,8,Male,Bekasi,Bahasa Indonesia
254,60,7,Male,Jakarta,Bahasa Inggris
243,42,7,Male,Depok,Matematika
276,59,9,Female,Bekasi,Bahasa Inggris
217,59,9,Female,Bekasi,Bahasa Inggris
273,50,8,Male,Jakarta,IPS
205,59,8,Female,Bekasi,Bahasa Inggris
223,65,9,Female,Jakarta,Bahasa Indonesia
265,41,7,Female,Bogor,Matematika
283,39,8,Female,Bekasi,Matematika
247,47,8,Female,Depok,IPA
285,37,8,Female,Depok,Matematika
202,64,7,Male,Bekasi,Bahasa Indonesia
217,53,9,Female,Tanggerang,IPS
287,37,7,Female,Depok,Matematika
270,68,8,Male,Tanggerang,Bahasa Indonesia
254,50,9,Male,Jakarta,IPS
244,44,7,Male,Bekasi,IPA
256,66,9,Male,Bogor,Bahasa Indonesia
231,44,7,Male,Bekasi,IPA
231,66,7,Male,Bogor,Bahasa Indonesia
223,59,9,Female,Bekasi,Bahasa Inggris
295,41,7,Female,Bogor,Matematika
253,41,9,Female,Bogor,Matematika
243,49,8,Female,Bekasi,IPA
235,49,8,Female,Bekasi,IPA
214,43,7,Female,Tanggerang,IPA
284,52,7,Male,Depok,IPS
226,48,7,Male,Tanggerang,IPA
282,55,8,Female,Jakarta,IPS
241,44,9,Male,Bekasi,IPA
290,59,8,Female,Bekasi,Bahasa Inggris
279,40,9,Male,Jakarta,Matematika
279,43,7,Female,Tanggerang,IPA
216,48,8,Male,Tanggerang,IPA
231,53,7,Female,Tanggerang,IPS
269,49,7,Female,Bekasi,IPA
257,49,7,Female,Bekasi,IPA
226,58,9,Male,Tanggerang,Bahasa Inggris
243,50,8,Male,Jakarta,IPS
295,47,7,Female,Depok,IPA
213,40,9,Male,Jakarta,Matematika
262,50,9,Male,Jakarta,IPS
291,58,8,Male,Tanggerang,Bahasa Inggris
257,51,7,Female,Bogor,IPS
294,48,8,Male,Tanggerang,IPA
264,64,8,Male,Bekasi,Bahasa Indonesia
239,60,8,Male,Jakarta,Bahasa Inggris
296,70,7,Male,Jakarta,Bahasa Indonesia
207,50,9,Male,Jakarta,IPS
203,64,7,Male,Bekasi,Bahasa Indonesia
279,42,7,Male,Depok,Matematika
298,58,7,Male,Tanggerang,Bahasa Inggris
233,37,9,Female,Depok,Matematika
255,42,8,Male,Depok,Matematika
264,54,8,Male,Bekasi,IPS
254,54,7,Male,Bekasi,IPS
285,70,7,Male,Jakarta,Bahasa Indonesia
281,52,9,Male,Depok,IPS
290,70,7,Male,Jakarta,Bahasa Indonesia
268,58,8,Male,Tanggerang,Bahasa Inggris
254,63,7,Female,Tanggerang,Bahasa Inggris
235,51,7,Female,Bogor,IPS
215,61,7,Female,Bogor,Bahasa Inggris
290,60,7,Male,Jakarta,Bahasa Inggris
202,43,9,Female,Tanggerang,IPA
254,45,9,Female,Jakarta,IPA
261,43,9,Female,Tanggerang,IPA
218,49,7,Female,Bekasi,IPA
282,61,7,Female,Bogor,Bahasa Inggris
290,36,9,Male,Bogor,Matematika
283,62,9,Male,Depok,Bahasa Inggris
228,59,7,Female,Bekasi,Bahasa Inggris
264,52,8,Male,Depok,IPS
221,50,9,Male,Jakarta,IPS
228,38,8,Male,Tanggerang,Matematika
210,70,7,Male,Jakarta,Bahasa Indonesia
270,59,8,Female,Bekasi,Bahasa Inggris
240,43,7,Female,Tanggerang,IPA
203,45,9,Female,Jakarta,IPA
210,65,9,Female,Jakarta,Bahasa Indonesia
205,37,7,Female,Depok,Matematika
210,43,8,Female,Tanggerang,IPA
268,47,7,Female,Depok,IPA
224,40,7,Male,Jakarta,Matematika
261,44,8,Male,Bekasi,IPA
283,48,7,Male,Tanggerang,IPA
277,63,7,Female,Tanggerang,Bahasa Inggris
300,55,9,Female,Jakarta,IPS
204,43,9,Female,Tanggerang,IPA
223,65,9,Female,Jakarta,Bahasa Indonesia
259,41,7,Female,Bogor,Matematika
249,36,9,Male,Bogor,Matematika
283,69,9,Female,Bekasi,Bahasa Indonesia
300,41,8,Female,Bogor,Matematika
238,47,9,Female,Depok,IPA
270,36,9,Male,Bogor,Matematika
245,47,9,Female,Depok,IPA
271,52,8,Male,Depok,IPS
236,60,8,Male,Jakarta,Bahasa Inggris
209,65,7,Female,Jakarta,Bahasa Indonesia
208,44,7,Male,Bekasi,IPA
251,37,9,Female,Depok,Matematika
236,37,8,Female,Depok,Matematika
214,55,8,Female,Jakarta,IPS
247,53,8,Female,Tanggerang,IPS
241,42,8,Male,Depok,Matematika
237,70,8,Male,Jakarta,Bahasa Indonesia
293,69,7,Female,Bekasi,Bahasa Indonesia
290,42,8,Male,Depok,Matematika
284,45,8,Female,Jakarta,IPA
228,37,7,Female,Depok,Matematika
267,53,7,Female,Tanggerang,IPS
290,65,7,Female,Jakarta,Bahasa Indonesia
206,36,8,Male,Bogor,Matematika
247,53,8,Female,Tanggerang,IPS
292,57,8,Female,Depok,Bahasa Inggris
222,44,9,Male,Bekasi,IPA
268,52,9,Male,Depok,IPS
263,40,9,Male,Jakarta,Matematika
277,62,7,Male,Depok,Bahasa Inggris
251,60,9,Male,Jakarta,Bahasa Inggris
246,58,7,Male,Tanggerang,Bahasa Inggris
205,47,9,Female,Depok,IPA
234,66,9,Male,Bogor,Bahasa Indonesia
292,49,7,Female,Bekasi,IPA
227,65,7,Female,Jakarta,Bahasa Indonesia
237,62,7,Male,Depok,Bahasa Inggris
204,36,7,Male,Bogor,Matematika
258,46,8,Male,Bogor,IPA
205,58,9,Male,Tanggerang,Bahasa Inggris
211,41,8,Female,Bogor,Matematika
283,53,9,Female,Tanggerang,IPS
291,43,9,Female,Tanggerang,IPA
247,57,9,Female,Depok,Bahasa Inggris
240,64,7,Male,Bekasi,Bahasa Indonesia
276,41,7,Female,Bogor,Matematika
247,62,7,Male,Depok,Bahasa Inggris
268,41,9,Female,Bogor,Matematika
282,37,9,Female,Depok,Matematika
251,63,8,Female,Tanggerang,Bahasa Inggris
279,70,8,Male,Jakarta,Bahasa Indonesia
261,66,7,Male,Bogor,Bahasa Indonesia
255,56,8,Male,Bogor,IPS
241,59,9,Female,Bekasi,Bahasa Inggris
264,42,7,Male,Depok,Matematika
260,55,7,Female,Jakarta,IPS
287,53,7,Female,Tanggerang,IPS
259,68,8,Male,Tanggerang,Bahasa Indonesia
293,57,7,Female,Depok,Bahasa Inggris
296,46,9,Male,Bogor,IPA
281,55,8,Female,Jakarta,IPS
225,44,7,Male,Bekasi,IPA
263,50,8,Male,Jakarta,IPS
207,69,7,Female,Bekasi,Bahasa Indonesia
206,64,7,Male,Bekasi,Bahasa Indonesia
247,41,9,Female,Bogor,Matematika
245,53,8,Female,Tanggerang,IPS
293,63,7,Female,Tanggerang,Bahasa Inggris
268,55,7,Female,Jakarta,IPS
274,40,8,Male,Jakarta,Matematika
247,64,7,Male,Bekasi,Bahasa Indonesia
228,38,7,Male,Tanggerang,Matematika
299,41,9,Female,Bogor,Matematika
247,53,8,Female,Tanggerang,IPS
282,66,8,Male,Bogor,Bahasa Indonesia
275,68,8,Male,Tanggerang,Bahasa Indonesia
234,39,7,Female,Bekasi,Matematika
275,63,7,Female,Tanggerang,Bahasa Inggris
276,46,7,Male,Bogor,IPA
270,36,9,Male,Bogor,Matematika
278,37,7,Female,Depok,Matematika
275,42,8,Male,Depok,Matematika
203,41,9,Female,Bogor,Matematika
253,43,9,Female,Tanggerang,IPA
234,45,8,Female,Jakarta,IPA
298,42,9,Male,Depok,Matematika
215,57,8,Female,Depok,Bahasa Inggris
277,68,8,Male,Tanggerang,Bahasa Indonesia
225,58,9,Male,Tanggerang,Bahasa Inggris
240,68,8,Male,Tanggerang,Bahasa Indonesia
237,41,9,Female,Bogor,Matematika
291,57,9,Female,Depok,Bahasa Inggris
228,58,8,Male,Tanggerang,Bahasa Inggris
214,40,8,Male,Jakarta,Matematika
246,44,7,Male,Bekasi,IPA
266,52,7,Male,Depok,IPS
260,42,7,Male,Depok,Matematika
208,39,7,Female,Bekasi,Matematika
263,47,8,Female,Depok,IPA
243,55,7,Female,Jakarta,IPS
204,67,8,Female,Depok,Bahasa Indonesia
242,48,9,Male,Tanggerang,IPA
204,66,9,Male,Bogor,Bahasa Indonesia
210,45,8,Female,Jakarta,IPA
257,36,7,Male,Bogor,Matematika
299,50,9,Male,Jakarta,IPS
211,57,7,Female,Depok,Bahasa Inggris
247,63,9,Female,Tanggerang,Bahasa Inggris
268,59,7,Female,Bekasi,Bahasa Inggris
284,48,8,Male,Tanggerang,IPA
236,42,9,Male,Depok,Matematika
261,61,9,Female,Bogor,Bahasa Inggris
295,59,9,Female,Bekasi,Bahasa Inggris
207,65,7,Female,Jakarta,Bahasa Indonesia
253,54,8,Male,Bekasi,IPS
222,47,7,Female,Depok,IPA
293,36,8,Male,Bogor,Matematika
237,57,9,Female,Depok,Bahasa Inggris
276,69,9,Female,Bekasi,Bahasa Indonesia
289,36,8,Male,Bogor,Matematika
220,69,9,Female,Bekasi,Bahasa Indonesia
279,53,8,Female,Tanggerang,IPS
289,61,8,Female,Bogor,Bahasa Inggris
236,56,7,Male,Bogor,IPS
300,49,9,Female,Bekasi,IPA
234,45,9,Female,Jakarta,IPA
205,61,9,Female,Bogor,Bahasa Inggris
205,59,8,Female,Bekasi,Bahasa Inggris
300,42,7,Male,Depok,Matematika
207,70,7,Male,Jakarta,Bahasa Indonesia
258,68,8,Male,Tanggerang,Bahasa Indonesia
258,58,9,Male,Tanggerang,Bahasa Inggris
250,61,9,Female,Bogor,Bahasa Inggris
234,63,8,Female,Tanggerang,Bahasa Inggris
224,65,7,Female,Jakarta,Bahasa Indonesia
248,59,7,Female,Bekasi,Bahasa Inggris
222,41,7,Female,Bogor,Matematika
269,47,9,Female,Depok,IPA
228,56,7,Male,Bogor,IPS
297,63,9,Female,Tanggerang,Bahasa Inggris
254,50,9,Male,Jakarta,IPS
231,55,8,Female,Jakarta,IPS
278,40,7,Male,Jakarta,Matematika
255,40,7,Male,Jakarta,Matematika
232,70,9,Male,Jakarta,Bahasa Indonesia
229,54,7,Male,Bekasi,IPS
231,47,9,Female,Depok,IPA
273,49,8,Female,Bekasi,IPA
281,37,7,Female,Depok,Matematika
299,52,8,Male,Depok,IPS
216,67,9,Female,Depok,Bahasa Indonesia
203,59,7,Female,Bekasi,Bahasa Inggris
296,48,8,Male,Tanggerang,IPA
266,45,9,Female,Jakarta,IPA
262,40,9,Male,Jakarta,Matematika
217,36,9,Male,Bogor,Matematika
257,64,8,Male,Bekasi,Bahasa Indonesia
225,61,8,Female,Bogor,Bahasa Inggris
286,48,8,Male,Tanggerang,IPA
213,40,7,Male,Jakarta,Matematika
237,51,9,Female,Bogor,IPS
